,AGCNr,DECdeg_OC,RAdeg_OC,X,Y,name_g,name_r
531,227917,7.80694,192.39125,1513.664202,1192.583784,fpC-003842-g4-0075.fit,fpC-003842-r4-0075.fit
447,220561,8.19306,186.50584,673.329057,1255.682006,fpC-003842-g5-0036.fit,fpC-003842-r5-0036.fit
518,226138,8.15555,188.82124,458.5914,317.5229414,fpC-003842-g5-0052.fit,fpC-003842-r5-0052.fit
542,229050,8.14528,194.27916,1095.751218,434.543801,fpC-003842-g5-0088.fit,fpC-003842-r5-0088.fit
41,7424,8.67445,185.48917,1211.283439,268.7364309,fpC-003842-g6-0030.fit,fpC-003842-r6-0030.fit
541,229036,8.70111,188.87125,1604.579598,724.2891496,fpC-003842-g6-0052.fit,fpC-003842-r6-0052.fit
730,249100,10.62028,210.74083,1604.383626,1302.870081,fpC-003894-g2-0047.fit,fpC-003894-r2-0047.fit
782,258113,8.58528,226.82957,545.4475494,1055.9966,fpC-003894-g2-0154.fit,fpC-003894-r2-0154.fit
812,258415,7.82944,232.59042,1645.117858,256.4439885,fpC-003894-g2-0193.fit,fpC-003894-r2-0193.fit
815,258428,7.18167,236.26543,1282.397353,1234.186048,fpC-003894-g2-0217.fit,fpC-003894-r2-0217.fit
66,9614,9.50861,224.19917,1721.243108,993.8605247,fpC-003894-g3-0136.fit,fpC-003894-r3-0136.fit
779,258106,9.25472,225.89542,1554.490113,1410.159372,fpC-003894-g3-0147.fit,fpC-003894-r3-0147.fit
785,258123,8.64889,229.40167,723.9055741,699.6448684,fpC-003894-g3-0171.fit,fpC-003894-r3-0171.fit
883,716435,7.76444,235.70332,1838.841692,793.719826,fpC-003894-g3-0213.fit,fpC-003894-r3-0213.fit
884,716496,6.83833,240.45168,954.1891498,868.5358775,fpC-003894-g3-0245.fit,fpC-003894-r3-0245.fit
879,714065,10.98667,215.84084,1958.726338,1351.989605,fpC-003894-g4-0080.fit,fpC-003894-r4-0080.fit
690,244422,10.6575,217.43542,602.3140141,867.2941198,fpC-003894-g4-0091.fit,fpC-003894-r4-0091.fit
694,244878,10.36611,220.81708,1642.955891,1250.171929,fpC-003894-g4-0113.fit,fpC-003894-r4-0113.fit
789,258132,8.65833,232.68666,1592.961391,1268.534203,fpC-003894-g4-0192.fit,fpC-003894-r4-0192.fit
881,714568,10.04278,226.09332,1268.340128,788.8052397,fpC-003894-g5-0148.fit,fpC-003894-r5-0148.fit
852,268219,6.93389,244.88002,1485.573772,534.5707914,fpC-003894-g5-0274.fit,fpC-003894-r5-0274.fit
688,244404,11.46333,217.3175,125.4006632,336.1355261,fpC-003894-g6-0090.fit,fpC-003894-r6-0090.fit
652,241275,11.55278,218.12959,1779.564903,621.7234702,fpC-003894-g6-0095.fit,fpC-003894-r6-0095.fit
174,183924,25.11778,129.72415,568.0535893,1395.298432,fpC-003900-g3-0053.fit,fpC-003900-r3-0053.fit
175,184304,26.42472,132.10793,552.0584888,1107.819478,fpC-003900-g3-0070.fit,fpC-003900-r3-0070.fit
1084,749390,25.38639,129.34209,488.1226968,1384.877887,fpC-003900-g4-0052.fit,fpC-003900-r4-0052.fit
1125,749505,25.41972,240.75082,1166.36797,1171.695798,fpC-003900-g4-0697.fit,fpC-003900-r4-0697.fit
823,263531,24.27555,242.90373,1954.667633,1322.087121,fpC-003900-g4-0712.fit,fpC-003900-r4-0712.fit
817,261166,24.13639,242.91083,925.7692347,699.2056598,fpC-003900-g4-0713.fit,fpC-003900-r4-0713.fit
548,232025,8.54639,204.18167,1374.085947,458.2039089,fpC-003903-g1-0153.fit,fpC-003903-r1-0153.fit
613,238682,8.27611,207.76001,920.6691204,68.1711761,fpC-003903-g1-0177.fit,fpC-003903-r1-0177.fit
727,249095,8.08694,210.55418,992.183214,774.0996323,fpC-003903-g1-0195.fit,fpC-003903-r1-0195.fit
678,243926,8.08278,211.29416,1460.15595,613.3495254,fpC-003903-g1-0200.fit,fpC-003903-r1-0200.fit
810,258397,6.44222,228.06583,1514.052901,156.1370132,fpC-003903-g1-0312.fit,fpC-003903-r1-0312.fit
484,224075,9.31694,192.10208,280.4389752,664.6355737,fpC-003903-g2-0073.fit,fpC-003903-r2-0073.fit
596,233793,9.22361,198.64709,1267.227572,863.5372697,fpC-003903-g2-0116.fit,fpC-003903-r2-0116.fit
567,233583,8.60917,209.13791,981.4196882,1334.758126,fpC-003903-g2-0185.fit,fpC-003903-r2-0185.fit
748,249304,7.62778,221.36208,1700.331912,99.35870756,fpC-003903-g2-0267.fit,fpC-003903-r2-0267.fit
72,10146,5.1075,240.77081,795.3675177,1339.095979,fpC-003903-g2-0396.fit,fpC-003903-r2-0396.fit
992,735525,9.21694,206.57249,1126.727793,1112.880799,fpC-003903-g3-0168.fit,fpC-003903-r3-0168.fit
612,238643,8.99444,208.99292,568.9563459,1149.582308,fpC-003903-g3-0184.fit,fpC-003903-r3-0184.fit
663,242246,8.99444,210.13708,1310.872259,508.0143782,fpC-003903-g3-0192.fit,fpC-003903-r3-0192.fit
609,238636,9.50444,208.47542,1054.050939,277.3898753,fpC-003903-g4-0181.fit,fpC-003903-r4-0181.fit
675,243859,9.31167,210.02083,294.8468667,616.8846474,fpC-003903-g4-0191.fit,fpC-003903-r4-0191.fit
61,9007,9.33889,211.27499,1386.983878,928.2157809,fpC-003903-g4-0199.fit,fpC-003903-r4-0199.fit
735,249120,9.22694,212.81792,1465.079464,1197.692089,fpC-003903-g4-0209.fit,fpC-003903-r4-0209.fit
742,249199,8.36917,222.63832,1974.714776,1294.770133,fpC-003903-g4-0274.fit,fpC-003903-r4-0274.fit
754,252891,6.19417,239.15334,864.2878343,424.9261836,fpC-003903-g4-0385.fit,fpC-003903-r4-0385.fit
519,226141,10.78722,190.31418,1900.435741,746.0489601,fpC-003903-g5-0061.fit,fpC-003903-r5-0061.fit
594,233778,10.52944,196.14249,851.120501,1144.368239,fpC-003903-g5-0099.fit,fpC-003903-r5-0099.fit
544,230077,10.43333,196.59709,117.4213702,1152.848009,fpC-003903-g5-0102.fit,fpC-003903-r5-0102.fit
597,233807,10.28417,203.31084,1451.442528,1310.520454,fpC-003903-g5-0146.fit,fpC-003903-r5-0146.fit
598,233813,10.24,204.50417,1651.478053,1103.627136,fpC-003903-g5-0154.fit,fpC-003903-r5-0154.fit
664,242248,9.75083,210.80708,986.9992858,543.92442,fpC-003903-g5-0196.fit,fpC-003903-r5-0196.fit
739,249188,8.84722,220.67291,652.0836796,967.6290998,fpC-003903-g5-0261.fit,fpC-003903-r5-0261.fit
880,714453,8.50361,224.33417,1023.783558,1352.715086,fpC-003903-g5-0285.fit,fpC-003903-r5-0285.fit
816,258439,8.15389,226.88499,458.5192155,1372.656342,fpC-003903-g5-0302.fit,fpC-003903-r5-0302.fit
64,9385,5.27667,218.845,875.1421738,161.8228421,fpC-003905-g1-0128.fit,fpC-003905-r1-0128.fit
635,238769,6.51944,206.27708,1484.287952,358.0617344,fpC-003905-g2-0044.fit,fpC-003905-r2-0044.fit
731,249108,6.14944,211.6575,702.6125715,89.32486675,fpC-003905-g2-0080.fit,fpC-003905-r2-0080.fit
733,249110,6.56972,211.82126,789.7868967,1342.772939,fpC-003905-g3-0080.fit,fpC-003905-r3-0080.fit
608,238634,7.25694,208.20834,1412.824518,1105.050271,fpC-003905-g4-0056.fit,fpC-003905-r4-0056.fit
729,249099,7.0925,210.7375,1153.966573,829.2759987,fpC-003905-g4-0073.fit,fpC-003905-r4-0073.fit
600,233824,8.28639,203.49709,1158.358174,468.0520763,fpC-003905-g6-0025.fit,fpC-003905-r6-0025.fit
550,232158,8.35278,208.40457,101.4418403,750.1380866,fpC-003909-g2-0087.fit,fpC-003909-r2-0087.fit
749,249306,7.09111,223.07834,381.2045329,1421.95484,fpC-003909-g2-0184.fit,fpC-003909-r2-0184.fit
805,258324,5.79306,234.03584,493.0058582,397.2844734,fpC-003909-g2-0258.fit,fpC-003909-r2-0258.fit
599,233815,9.12083,205.4675,1543.976708,1181.891334,fpC-003909-g3-0067.fit,fpC-003909-r3-0067.fit
610,238638,8.9325,208.59624,1664.633391,744.1737594,fpC-003909-g3-0088.fit,fpC-003909-r3-0088.fit
734,249118,8.59472,212.63501,1326.598052,412.7830326,fpC-003909-g3-0115.fit,fpC-003909-r3-0115.fit
737,249178,8.16917,218.03459,1730.4398,131.681029,fpC-003909-g3-0151.fit,fpC-003909-r3-0151.fit
65,9500,7.8625,221.33916,1895.315677,68.03433817,fpC-003909-g3-0173.fit,fpC-003909-r3-0173.fit
611,238640,9.25222,208.66708,792.775341,1176.744462,fpC-003909-g4-0088.fit,fpC-003909-r4-0088.fit
676,243860,9.04945,210.7525,313.0533245,924.4928121,fpC-003909-g4-0102.fit,fpC-003909-r4-0102.fit
732,249109,8.98944,211.77667,475.950999,607.7184433,fpC-003909-g4-0109.fit,fpC-003909-r4-0109.fit
811,258407,7.09806,231.27667,1430.10823,1378.592288,fpC-003909-g4-0238.fit,fpC-003909-r4-0238.fit
808,258349,5.96861,239.15417,741.6389964,1123.563588,fpC-003909-g4-0291.fit,fpC-003909-r4-0291.fit
55,8450,10.05611,201.755,560.8995125,148.0743661,fpC-003909-g5-0043.fit,fpC-003909-r5-0043.fit
670,243828,9.56028,210.19667,757.8085399,1049.630759,fpC-003909-g5-0098.fit,fpC-003909-r5-0098.fit
728,249096,9.56472,210.57333,1049.238021,330.9468651,fpC-003909-g5-0101.fit,fpC-003909-r5-0101.fit
781,258110,8.19139,226.18666,1980.072791,930.8020833,fpC-003909-g5-0204.fit,fpC-003909-r5-0204.fit
813,258422,7.26194,233.71707,1911.132087,1242.597612,fpC-003909-g5-0254.fit,fpC-003909-r5-0254.fit
605,238611,10.45472,203.07875,977.8891714,900.3004424,fpC-003909-g6-0051.fit,fpC-003909-r6-0051.fit
784,258122,8.06917,229.35501,421.8224047,798.9109657,fpC-003909-g6-0225.fit,fpC-003909-r6-0225.fit
666,242296,5.17611,221.1225,1501.4965,582.3647719,fpC-003910-g1-0073.fit,fpC-003910-r1-0073.fit
746,249267,4.93778,223.63,1141.457868,255.8744429,fpC-003910-g1-0090.fit,fpC-003910-r1-0090.fit
799,258268,5.01194,226.89542,491.8123462,1090.697593,fpC-003910-g2-0111.fit,fpC-003910-r2-0111.fit
69,10009,4.18306,236.40584,1163.018829,494.0176486,fpC-003910-g2-0175.fit,fpC-003910-r2-0175.fit
744,249261,5.80333,222.05084,209.6437521,350.9287318,fpC-003910-g3-0079.fit,fpC-003910-r3-0079.fit
806,258332,4.58,235.48708,95.42568411,1370.841799,fpC-003910-g3-0168.fit,fpC-003910-r3-0168.fit
850,268199,4.25944,242.93414,523.4303941,747.2780103,fpC-003910-g4-0218.fit,fpC-003910-r4-0218.fit
800,258278,6.16417,228.1875,514.3332131,924.6018484,fpC-003910-g5-0119.fit,fpC-003910-r5-0119.fit
801,258289,6.10167,228.73875,396.2450488,494.2969828,fpC-003910-g5-0123.fit,fpC-003910-r5-0123.fit
802,258294,6.15972,229.11792,1231.970966,1137.873594,fpC-003910-g5-0125.fit,fpC-003910-r5-0125.fit
1074,749358,25.95528,241.67293,1935.759447,1191.815198,fpC-003919-g2-0252.fit,fpC-003919-r2-0252.fit
821,262774,27.91722,240.04793,1728.628848,718.1703426,fpC-003919-g4-0237.fit,fpC-003919-r4-0237.fit
1073,749356,27.20417,241.22835,1654.184867,1342.056767,fpC-003919-g4-0245.fit,fpC-003919-r4-0245.fit
828,264012,25.16639,244.29291,736.1752383,1137.470302,fpC-003919-g4-0268.fit,fpC-003919-r4-0268.fit
1078,749368,25.80028,248.10124,616.7178672,981.9988821,fpC-003926-g3-0157.fit,fpC-003926-r3-0157.fit
831,264697,26.77417,247.58917,744.7323182,190.5636327,fpC-003926-g4-0151.fit,fpC-003926-r4-0151.fit
830,264618,27.72778,247.16792,1269.850719,115.7507736,fpC-003926-g5-0145.fit,fpC-003926-r5-0145.fit
1072,749354,26.78389,240.43542,608.4605834,1410.781376,fpC-003927-g2-0090.fit,fpC-003927-r2-0090.fit
826,263864,24.74139,243.73627,642.8582289,172.566562,fpC-003927-g2-0115.fit,fpC-003927-r2-0115.fit
1076,749363,26.13167,243.19917,806.8729083,180.5348501,fpC-003927-g4-0107.fit,fpC-003927-r4-0107.fit
829,264157,25.66944,244.84834,1379.523103,1359.188979,fpC-003927-g5-0116.fit,fpC-003927-r5-0116.fit
1126,749508,25.5625,244.91461,908.3997707,1007.510147,fpC-003927-g5-0117.fit,fpC-003927-r5-0117.fit
572,233613,13.80722,197.74374,94.06306006,850.6266739,fpC-003970-g2-0105.fit,fpC-003970-r2-0105.fit
575,233624,13.90139,199.5825,1940.634612,668.0899336,fpC-003970-g2-0117.fit,fpC-003970-r2-0117.fit
569,233605,14.93444,195.41832,1634.75299,282.2812209,fpC-003970-g4-0090.fit,fpC-003970-r4-0090.fit
573,233615,15.53056,197.85709,532.8525092,952.5874795,fpC-003970-g6-0105.fit,fpC-003970-r6-0105.fit
585,233681,13.17722,206.81667,532.704333,552.0848828,fpC-003971-g2-0056.fit,fpC-003971-r2-0056.fit
586,233683,13.29806,206.81834,1627.412372,461.0660849,fpC-003971-g2-0056.fit,fpC-003971-r2-0056.fit
593,233758,12.82472,209.88458,133.4955652,696.0906603,fpC-003971-g2-0076.fit,fpC-003971-r2-0076.fit
60,9002,12.72167,211.22374,528.5800055,351.9083514,fpC-003971-g2-0085.fit,fpC-003971-r2-0085.fit
703,248884,12.59333,212.09332,265.4136049,1344.425169,fpC-003971-g2-0090.fit,fpC-003971-r2-0090.fit
686,244299,12.22861,216.44835,1868.867886,654.2426509,fpC-003971-g2-0119.fit,fpC-003971-r2-0119.fit
577,233629,14.08,200.68584,390.9331438,329.0790596,fpC-003971-g3-0016.fit,fpC-003971-r3-0016.fit
710,248916,12.94722,214.11624,1831.329411,1063.515106,fpC-003971-g3-0103.fit,fpC-003971-r3-0103.fit
698,245003,11.8175,222.05125,1612.618529,133.0024514,fpC-003971-g3-0156.fit,fpC-003971-r3-0156.fit
589,233693,13.9825,207.76334,1011.08175,1355.193122,fpC-003971-g4-0061.fit,fpC-003971-r4-0061.fit
591,233706,13.86444,208.66083,751.5003503,1177.31253,fpC-003971-g4-0067.fit,fpC-003971-r4-0067.fit
707,248906,13.25444,213.63542,255.3181556,573.367884,fpC-003971-g4-0100.fit,fpC-003971-r4-0100.fit
685,244245,12.96778,215.85916,199.5286482,1380.571004,fpC-003971-g4-0114.fit,fpC-003971-r4-0114.fit
713,248937,12.91889,216.47794,493.5457805,68.17206961,fpC-003971-g4-0119.fit,fpC-003971-r4-0119.fit
723,248981,12.49278,220.5275,1789.335412,780.9325137,fpC-003971-g4-0145.fit,fpC-003971-r4-0145.fit
580,233635,14.9475,202.38751,1730.09795,1075.606136,fpC-003971-g5-0026.fit,fpC-003971-r5-0026.fit
681,244001,13.76028,213.34125,683.3881579,148.5608924,fpC-003971-g5-0098.fit,fpC-003971-r5-0098.fit
653,242011,13.68556,214.28667,1050.867861,351.572076,fpC-003971-g5-0104.fit,fpC-003971-r5-0104.fit
692,244562,13.14917,218.78374,1601.970157,946.0093472,fpC-003971-g5-0133.fit,fpC-003971-r5-0133.fit
665,242284,13.31833,219.40375,103.6536502,709.7242083,fpC-003971-g6-0137.fit,fpC-003971-r6-0137.fit
722,248973,13.34861,219.7525,828.9027186,999.356563,fpC-003971-g6-0139.fit,fpC-003971-r6-0139.fit
853,268225,6.74917,247.69292,1595.715355,1029.728766,fpC-003972-g3-0160.fit,fpC-003972-r3-0160.fit
780,258107,11.6475,225.89626,1838.188523,624.1633788,fpC-003972-g4-0013.fit,fpC-003972-r4-0013.fit
788,258131,10.44694,232.04166,949.9618003,722.0757599,fpC-003972-g4-0054.fit,fpC-003972-r4-0054.fit
759,254033,8.97111,239.29666,812.0027173,408.1670589,fpC-003972-g4-0103.fit,fpC-003972-r4-0103.fit
793,258165,9.97722,236.94043,1571.405921,981.9325181,fpC-003972-g5-0086.fit,fpC-003972-r5-0086.fit
827,263923,26.45056,243.97208,1777.904897,492.568279,fpC-003992-g2-0154.fit,fpC-003992-r2-0154.fit
1127,749509,25.77139,244.95836,1785.765876,1111.6178,fpC-003992-g2-0161.fit,fpC-003992-r2-0161.fit
825,263839,27.6625,243.63167,1255.064237,1163.395773,fpC-003992-g4-0147.fit,fpC-003992-r4-0147.fit
706,248898,12.39556,213.25415,1628.438618,1347.138022,fpC-003996-g1-0061.fit,fpC-003996-r1-0061.fit
651,240523,11.57694,219.17043,1309.961906,1411.8825,fpC-003996-g1-0100.fit,fpC-003996-r1-0100.fit
705,248896,12.66333,213.19165,160.591125,500.8916394,fpC-003996-g2-0061.fit,fpC-003996-r2-0061.fit
667,242351,13.375,211.41708,905.064009,457.0178623,fpC-003996-g3-0049.fit,fpC-003996-r3-0049.fit
704,248887,13.31472,212.29999,1273.884726,112.3799777,fpC-003996-g3-0055.fit,fpC-003996-r3-0055.fit
693,244875,12.195,220.80083,1389.897876,1316.55671,fpC-003996-g3-0110.fit,fpC-003996-r3-0110.fit
696,244951,12.11389,221.61749,1771.077263,436.1677989,fpC-003996-g3-0116.fit,fpC-003996-r3-0116.fit
751,252520,11.03222,227.7925,1164.941094,501.7781166,fpC-003996-g3-0157.fit,fpC-003996-r3-0157.fit
783,258118,11.11889,227.76457,1896.782212,118.0522022,fpC-003996-g3-0157.fit,fpC-003996-r3-0157.fit
725,249023,13.71278,212.59834,1366.653702,938.807247,fpC-003996-g4-0056.fit,fpC-003996-r4-0056.fit
709,248914,13.455,214.05333,620.2296944,378.0780109,fpC-003996-g4-0066.fit,fpC-003996-r4-0066.fit
714,248938,13.12389,216.48666,444.8961335,341.6961995,fpC-003996-g4-0082.fit,fpC-003996-r4-0082.fit
695,244912,12.50222,221.11542,760.0942764,932.2077338,fpC-003996-g4-0112.fit,fpC-003996-r4-0112.fit
697,244953,12.47222,221.62708,1187.787895,1378.796651,fpC-003996-g4-0115.fit,fpC-003996-r4-0115.fit
679,243979,14.13167,212.85793,1609.293607,1394.033356,fpC-003996-g5-0057.fit,fpC-003996-r5-0057.fit
682,244007,13.98722,213.42876,920.5036782,1107.834455,fpC-003996-g5-0061.fit,fpC-003996-r5-0061.fit
684,244131,13.81444,214.72749,804.3563444,428.3873045,fpC-003996-g5-0070.fit,fpC-003996-r5-0070.fit
822,263171,28.19389,241.68124,1489.99656,730.4909964,fpC-003997-g2-0047.fit,fpC-003997-r2-0047.fit
1128,749510,23.98806,247.68291,1103.160807,259.1306627,fpC-003997-g2-0093.fit,fpC-003997-r2-0093.fit
1075,749362,27.67417,243.09416,641.3804439,412.3328861,fpC-003997-g3-0056.fit,fpC-003997-r3-0056.fit
824,263837,27.24111,243.63,100.438784,789.969703,fpC-003997-g3-0060.fit,fpC-003997-r3-0060.fit
1077,749366,25.84528,245.81876,923.4875772,858.0368411,fpC-003997-g3-0076.fit,fpC-003997-r3-0076.fit
832,265059,24.12639,249.55542,480.3259444,604.0821097,fpC-003997-g5-0101.fit,fpC-003997-r5-0101.fit
1124,749503,25.13445,239.24126,1965.086971,1396.914388,fpC-004002-g1-0207.fit,fpC-004002-r1-0207.fit
1071,749349,26.02472,234.79749,1262.874216,948.8491641,fpC-004010-g3-0144.fit,fpC-004010-r3-0144.fit
991,733793,24.25667,238.18584,413.770263,457.7116789,fpC-004010-g3-0168.fit,fpC-004010-r3-0168.fit
865,331052,27.25389,359.9375,357.2308354,1413.442795,fpC-004135-g2-0288.fit,fpC-004135-r2-0288.fit
866,332328,30.67278,359.625,1366.836608,554.1767037,fpC-004135-g3-0266.fit,fpC-004135-r3-0266.fit
95,102728,31.02194,0.08917,1812.852545,1032.109892,fpC-004135-g4-0264.fit,fpC-004135-r4-0264.fit
96,102729,30.86917,0.13333,1828.160783,1101.575523,fpC-004135-g4-0265.fit,fpC-004135-r4-0265.fit
99,102981,28.27722,0.73167,1071.507977,621.9863658,fpC-004135-g4-0283.fit,fpC-004135-r4-0283.fit
97,102730,31.93833,0.16458,483.7617796,1227.81112,fpC-004135-g5-0258.fit,fpC-004135-r5-0258.fit
77,100037,27.34833,1.51125,1492.88975,721.2457307,fpC-004135-g5-0290.fit,fpC-004135-r5-0290.fit
876,333224,26.54806,359.85083,77.01785498,938.2773931,fpC-004152-g1-0115.fit,fpC-004152-r1-0115.fit
76,12845,31.89972,358.92456,616.7218304,925.5293352,fpC-004152-g2-0079.fit,fpC-004152-r2-0079.fit
878,333442,31.12972,359.63751,507.212452,871.8007289,fpC-004152-g3-0085.fit,fpC-004152-r3-0085.fit
98,102900,29.59889,1.16333,1359.824577,817.1105312,fpC-004152-g5-0097.fit,fpC-004152-r5-0097.fit
89,102558,27.02444,1.76958,962.8652063,218.6494783,fpC-004152-g5-0115.fit,fpC-004152-r5-0115.fit
277,202141,11.55528,150.42749,1638.855949,603.6762481,fpC-004344-g1-0077.fit,fpC-004344-r1-0077.fit
212,192165,11.27889,146.12627,1269.870717,458.7254392,fpC-004344-g2-0049.fit,fpC-004344-r2-0049.fit
272,202015,12.92694,157.97501,1301.980032,664.8644813,fpC-004344-g2-0127.fit,fpC-004344-r2-0127.fit
324,205170,12.98889,159.69417,123.5153428,888.4659732,fpC-004344-g2-0138.fit,fpC-004344-r2-0138.fit
352,212837,14.14611,172.7225,1025.791117,792.2171732,fpC-004344-g2-0223.fit,fpC-004344-r2-0223.fit
278,202142,12.36389,150.5175,1162.360265,1116.721825,fpC-004344-g3-0078.fit,fpC-004344-r3-0078.fit
292,202704,12.34972,150.77834,696.6248975,667.1256826,fpC-004344-g3-0080.fit,fpC-004344-r3-0080.fit
293,202771,13.01472,155.04208,1486.957486,842.8158432,fpC-004344-g3-0108.fit,fpC-004344-r3-0108.fit
297,203020,13.14583,156.21375,1352.311296,395.9764831,fpC-004344-g3-0116.fit,fpC-004344-r3-0116.fit
15,5758,13.44917,159.05292,1102.49068,1163.788805,fpC-004344-g3-0134.fit,fpC-004344-r3-0134.fit
327,205197,13.82806,162.42833,1357.069986,1235.867356,fpC-004344-g3-0156.fit,fpC-004344-r3-0156.fit
330,205222,13.93028,164.63374,438.9363123,282.8345017,fpC-004344-g3-0171.fit,fpC-004344-r3-0171.fit
214,192254,12.51306,148.47292,1414.813679,1070.474449,fpC-004344-g4-0065.fit,fpC-004344-r4-0065.fit
322,205112,12.98611,151.85583,1234.43582,66.93906241,fpC-004344-g4-0088.fit,fpC-004344-r4-0088.fit
285,202250,13.93361,159.23584,1479.872547,544.7261724,fpC-004344-g4-0136.fit,fpC-004344-r4-0136.fit
298,203082,13.95722,160.61041,363.1850175,372.7414117,fpC-004344-g4-0145.fit,fpC-004344-r4-0145.fit
17,5889,14.07056,161.84334,253.4236141,406.9242202,fpC-004344-g4-0153.fit,fpC-004344-r4-0153.fit
213,192225,12.57944,146.39958,1098.90865,692.4655335,fpC-004344-g5-0052.fit,fpC-004344-r5-0052.fit
329,205216,14.86639,164.08125,1726.31012,299.8607793,fpC-004344-g5-0168.fit,fpC-004344-r5-0168.fit
152,181830,6.80833,122.0575,724.311963,175.77811,fpC-004380-g3-0046.fit,fpC-004380-r3-0046.fit
150,181730,7.02722,122.64167,1448.99923,320.2261159,fpC-004380-g3-0050.fit,fpC-004380-r3-0050.fit
192,188993,6.82611,120.56709,187.0750575,737.604686,fpC-004380-g4-0036.fit,fpC-004380-r4-0036.fit
187,188869,7.81917,124.20083,1443.725919,674.6649358,fpC-004380-g4-0061.fit,fpC-004380-r4-0061.fit
147,181610,9.13028,130.03625,1576.463375,1402.512685,fpC-004380-g4-0100.fit,fpC-004380-r4-0100.fit
351,210861,13.87861,178.00749,370.1861297,1379.437351,fpC-004381-g1-0049.fit,fpC-004381-r1-0049.fit
469,223279,14.10889,183.245,1551.622247,1339.806155,fpC-004381-g1-0083.fit,fpC-004381-r1-0083.fit
431,220257,14.025,183.97374,748.7007235,956.2152811,fpC-004381-g1-0088.fit,fpC-004381-r1-0088.fit
576,233628,13.63611,200.19958,1777.337039,1300.195053,fpC-004381-g1-0193.fit,fpC-004381-r1-0193.fit
354,212839,14.22361,175.79332,399.5268308,1036.34642,fpC-004381-g2-0035.fit,fpC-004381-r2-0035.fit
30,7003,14.44972,180.33957,1203.468224,291.627284,fpC-004381-g2-0065.fit,fpC-004381-r2-0065.fit
34,7150,14.36611,182.50751,135.7081395,310.4938179,fpC-004381-g2-0079.fit,fpC-004381-r2-0079.fit
512,226082,14.49694,187.31375,1307.762579,431.8630837,fpC-004381-g2-0110.fit,fpC-004381-r2-0110.fit
461,221085,14.40056,193.24625,1675.502915,941.9921771,fpC-004381-g2-0148.fit,fpC-004381-r2-0148.fit
52,8091,14.21722,194.66832,515.8477541,1275.958485,fpC-004381-g2-0157.fit,fpC-004381-r2-0157.fit
456,220863,14.86972,189.56583,1190.204971,1127.338162,fpC-004381-g3-0124.fit,fpC-004381-r3-0124.fit
513,226096,14.845,190.37042,1123.92998,1394.80169,fpC-004381-g3-0129.fit,fpC-004381-r3-0129.fit
496,224877,14.64194,193.35625,90.69565113,467.2881446,fpC-004381-g3-0149.fit,fpC-004381-r3-0149.fit
571,233611,14.62333,197.08376,1428.208038,560.6992152,fpC-004381-g3-0173.fit,fpC-004381-r3-0173.fit
385,215222,15.22556,179.65625,760.2195555,1255.077376,fpC-004381-g4-0060.fit,fpC-004381-r4-0060.fit
43,7737,15.22028,188.69124,417.4408574,197.4025788,fpC-004381-g4-0119.fit,fpC-004381-r4-0119.fit
587,233684,14.26611,206.88542,890.7036804,1091.530427,fpC-004381-g4-0236.fit,fpC-004381-r4-0236.fit
590,233695,14.24778,207.88542,1593.223839,347.9821747,fpC-004381-g4-0243.fit,fpC-004381-r4-0243.fit
442,220450,15.79889,185.53168,1597.878054,1054.681076,fpC-004381-g5-0098.fit,fpC-004381-r5-0098.fit
510,226069,15.79972,185.57584,1606.426429,79.94665556,fpC-004381-g5-0099.fit,fpC-004381-r5-0099.fit
592,233711,14.51972,209.01083,1258.638931,424.0023891,fpC-004381-g5-0250.fit,fpC-004381-r5-0250.fit
583,233659,15.22333,204.88708,302.0267708,490.4798362,fpC-004381-g6-0223.fit,fpC-004381-r6-0223.fit
677,243901,14.69361,210.21501,154.5472719,1259.645762,fpC-004381-g6-0257.fit,fpC-004381-r6-0257.fit
176,184458,26.99667,133.43584,1445.21566,282.7088143,fpC-004469-g2-0153.fit,fpC-004469-r2-0153.fit
1083,749388,24.57195,128.29709,722.8583945,535.4237677,fpC-004469-g3-0118.fit,fpC-004469-r3-0118.fit
170,183372,24.01722,126.40125,1202.989486,938.066948,fpC-004469-g4-0106.fit,fpC-004469-r4-0106.fit
10,4626,24.31917,132.75458,942.7298375,492.0042073,fpC-004508-g2-0135.fit,fpC-004508-r2-0135.fit
254,194549,27.53167,138.76666,385.4956076,402.8044855,fpC-004508-g3-0177.fit,fpC-004508-r3-0177.fit
137,174501,15.72861,116.445,487.9051138,397.5178994,fpC-004508-g4-0018.fit,fpC-004508-r4-0018.fit
1050,749287,27.66639,137.70293,1469.224591,70.74549816,fpC-004508-g4-0172.fit,fpC-004508-r4-0172.fit
253,194441,27.65889,137.94,555.6063968,387.3811473,fpC-004508-g4-0173.fit,fpC-004508-r4-0173.fit
1051,749288,28.09722,138.55792,1925.120969,1160.437915,fpC-004508-g4-0177.fit,fpC-004508-r4-0177.fit
252,194300,27.54833,136.66084,483.2634745,261.4060012,fpC-004508-g5-0166.fit,fpC-004508-r5-0166.fit
71,10058,25.9225,237.60042,1819.622326,742.4619351,fpC-004512-g5-0252.fit,fpC-004512-r5-0252.fit
9,4542,25.06972,130.71957,1746.944094,806.5301048,fpC-004517-g5-0135.fit,fpC-004517-r5-0135.fit
1053,749299,27.04194,144.29584,1855.840912,1022.738498,fpC-004569-g1-0218.fit,fpC-004569-r1-0218.fit
